,city_name,housing_units,housing_density,change_hunits,percent_of_rent_to_total,owned_homes,med_homeval,med_rental_rate,med_owner_cost,med_own_cost_aspercentof_income,med_hval_aspercentof_medearn,med_hcost_ownmortg,med_hcost_own_wo_mortg,hcost_aspercentof_hincome_ownmortg,hcost_as_perc_of_hincome_womortg,med_real_estate_taxes,family_members_per_hunit,median_num_ofrooms,median_year_house_built,household_size_of_howners,household_size_for_renters,med_year_moved_in_for_owners,med_year_renter_moved_in,studio_1000_1499,studio_1500_more,studio_750_999,onebed_1000_1499,onebed_1500_more,onebed_750_999,twobed_1000_1499,twobed_1500_more,twobed_750_999,threebed_1000_1499,threebed_1500_more,threebed_750_999
262,Needles,2992.0,97.1,3.4,45.5,54.5,83300.0,582.0,597.0,18.0,262.0,1068.0,445.0,22.0,15.0,813.0,3.4,4.8,1973.0,2.6,2.1,1999.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.009,0.252,0.219,0.0,0.199
263,Nevada City,1375.0,628.4,-8.9,39.2,60.8,357700.0,933.0,741.0,17.0,857.0,1877.0,464.0,28.0,10.0,2266.0,2.7,5.1,1964.0,2.1,2.1,1997.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.722,0.368,0.077,0.232,0.211,0.38,0.257
264,Newark,13769.0,992.4,2.6,30.8,69.2,607200.0,1914.0,2130.0,21.0,1100.0,2516.0,502.0,24.0,10.0,4376.0,3.8,5.2,1973.0,3.3,3.5,2001.0,2012.0,0.0,0.0,0.0,0.241,0.505,0.014,0.28,0.703,0.008,0.068,0.861,0.014
265,Newman city-CA,3289.0,1632.7,-2.0,37.6,62.4,171000.0,1019.0,1196.0,24.0,460.0,1283.0,437.0,24.0,13.0,1715.0,4.0,5.4,1992.0,3.3,3.9,2005.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292,0.0,0.414,0.579,0.13,0.291
266,Newport Beach,44678.0,1878.8,1.1,43.0,57.0,1695700.0,2118.0,3163.0,22.0,1812.0,4001.0,1081.0,27.0,11.0,9942.0,2.9,5.4,1975.0,2.4,2.1,2003.0,2012.0,0.437,0.505,0.052,0.181,0.74,0.028,0.082,0.855,0.019,0.045,0.8,0.024
267,Norco city-CA,7313.0,530.8,-0.1,18.7,81.3,476900.0,1842.0,2052.0,23.0,818.0,2466.0,625.0,25.0,12.0,3437.0,4.1,6.8,1974.0,3.4,3.3,2002.0,2011.0,0.333,0.0,0.0,0.0,0.0,0.343,0.092,0.413,0.16,0.068,0.791,0.014
268,Norwalk,28595.0,2945.3,1.8,37.0,63.0,375400.0,1450.0,1658.0,25.0,978.0,1896.0,393.0,28.0,10.0,2835.0,4.3,4.9,1957.0,3.9,3.7,2000.0,2011.0,0.379,0.4,0.102,0.486,0.111,0.213,0.458,0.372,0.081,0.142,0.734,0.02
269,Novato city-CA,22735.0,828.4,7.5,32.6,67.4,677500.0,1863.0,2223.0,23.0,1022.0,2805.0,687.0,26.0,13.0,5249.0,3.2,5.6,1974.0,2.4,2.7,2002.0,2012.0,0.37,0.258,0.123,0.39,0.389,0.051,0.076,0.811,0.03,0.077,0.839,0.002
270,Oakdale city-CA,8249.0,1364.7,5.5,41.3,58.7,263800.0,1012.0,1526.0,23.0,562.0,1722.0,525.0,24.0,14.0,2347.0,3.4,5.4,1987.0,2.9,2.7,2005.0,2012.0,1.0,0.0,0.0,0.0,0.031,0.273,0.33,0.046,0.373,0.636,0.173,0.087
271,Oakland city-CA,169303.0,3029.1,-0.2,60.2,39.8,564500.0,1255.0,2021.0,22.0,1059.0,2480.0,630.0,26.0,12.0,4815.0,3.5,4.4,1951.0,2.7,2.5,2002.0,2011.0,0.244,0.106,0.247,0.364,0.26,0.19,0.382,0.389,0.111,0.187,0.595,0.047
272,Oakley,11828.0,745.2,3.0,24.7,75.3,356000.0,1450.0,1853.0,23.0,611.0,2033.0,583.0,24.0,15.0,3622.0,3.9,6.2,1993.0,3.3,3.8,2006.0,2012.0,0.0,0.0,0.0,0.071,0.0,0.587,0.241,0.093,0.31,0.226,0.668,0.061
273,Oceanside,66715.0,1617.3,3.5,44.0,56.0,423100.0,1545.0,1691.0,23.0,940.0,2126.0,532.0,27.0,12.0,2919.0,3.5,5.3,1983.0,2.7,2.9,2004.0,2012.0,0.542,0.083,0.19,0.557,0.184,0.146,0.385,0.496,0.057,0.095,0.806,0.044
274,Ojai,3226.0,741.9,-4.6,46.4,53.6,626800.0,1339.0,2009.0,23.0,1025.0,2440.0,579.0,30.0,10.0,4826.0,3.3,5.1,1964.0,2.7,2.4,2001.0,2011.0,0.132,0.0,0.429,0.382,0.142,0.152,0.646,0.305,0.024,0.208,0.777,0.0
275,Ontario city-CA,52447.0,1050.3,10.5,46.5,53.5,320000.0,1353.0,1539.0,23.0,860.0,1732.0,422.0,26.0,10.0,2169.0,4.1,5.1,1976.0,3.5,3.4,2002.0,2012.0,0.227,0.217,0.332,0.37,0.132,0.345,0.567,0.284,0.092,0.235,0.675,0.023
276,Orange,44250.0,1745.0,-1.9,43.0,57.0,604300.0,1651.0,2087.0,22.0,1176.0,2516.0,517.0,25.0,10.0,3912.0,3.7,5.5,1972.0,3.0,3.2,2001.0,2012.0,0.471,0.285,0.044,0.47,0.317,0.117,0.325,0.6,0.033,0.091,0.818,0.014
277,Orange Cove,2407.0,1343.3,7.9,58.3,41.7,118800.0,759.0,893.0,26.0,404.0,1058.0,377.0,29.0,11.0,1169.0,4.7,5.3,1990.0,4.1,4.5,2001.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.344,0.281,0.012,0.387
278,Orinda,7137.0,555.3,4.9,11.6,88.4,1221800.0,2231.0,3439.0,18.0,822.0,4001.0,906.0,22.0,10.0,8786.0,3.2,7.3,1959.0,2.8,2.5,1998.0,2013.0,0.0,0.0,0.0,0.0,0.05,0.0,0.185,0.815,0.0,0.01,0.789,0.127
279,Orland,2787.0,956.4,4.8,47.3,52.7,196200.0,752.0,1042.0,22.0,622.0,1285.0,365.0,26.0,13.0,1486.0,3.6,5.0,1977.0,3.1,2.8,2002.0,2011.0,0.0,0.0,0.0,0.075,0.0,0.081,0.153,0.0,0.416,0.222,0.032,0.416
280,Oroville city-CA,7107.0,537.9,14.7,52.2,47.8,160900.0,797.0,875.0,21.0,440.0,1156.0,349.0,25.0,12.0,1344.0,3.6,4.9,1966.0,2.6,3.0,2003.0,2012.0,0.0,0.0,0.095,0.015,0.017,0.105,0.15,0.018,0.406,0.5,0.14,0.112
281,Oxnard city-CA,54467.0,2024.7,3.2,46.7,53.3,390000.0,1444.0,1751.0,24.0,1095.0,2090.0,486.0,28.0,10.0,3238.0,4.6,5.2,1975.0,3.8,4.2,2002.0,2012.0,0.285,0.118,0.387,0.44,0.184,0.19,0.527,0.334,0.066,0.131,0.744,0.046
282,Pacific Grove,8425.0,2948.0,3.1,52.6,47.4,764600.0,1606.0,1718.0,19.0,1179.0,2851.0,477.0,26.0,10.0,4415.0,3.0,4.7,1957.0,2.3,2.2,1998.0,2011.0,0.3,0.411,0.23,0.549,0.252,0.093,0.271,0.661,0.038,0.166,0.69,0.0
283,Pacifica,14685.0,1159.8,1.1,31.8,68.2,740700.0,2110.0,2469.0,22.0,1068.0,2841.0,531.0,26.0,10.0,5198.0,3.4,5.4,1965.0,2.9,2.5,1997.0,2011.0,0.053,0.712,0.0,0.339,0.51,0.008,0.059,0.882,0.006,0.051,0.884,0.0
284,Palm Desert,39788.0,1484.1,7.3,38.8,61.2,328300.0,1195.0,1324.0,23.0,696.0,1951.0,744.0,27.0,16.0,3309.0,2.9,4.5,1986.0,2.0,2.3,2005.0,2012.0,0.114,0.07,0.266,0.43,0.062,0.246,0.552,0.223,0.131,0.221,0.598,0.063
285,Palm Springs city-CA,37055.0,394.0,6.5,41.1,58.9,340600.0,1006.0,1151.0,23.0,742.0,1885.0,675.0,28.0,16.0,2832.0,2.9,4.4,1976.0,1.9,2.1,2005.0,2012.0,0.088,0.144,0.235,0.193,0.029,0.539,0.472,0.172,0.234,0.286,0.44,0.056
286,Palmdale,47965.0,452.6,3.1,36.0,64.0,229200.0,1214.0,1453.0,25.0,534.0,1610.0,528.0,27.0,12.0,3140.0,4.2,5.7,1989.0,3.6,3.6,2005.0,2012.0,0.162,0.021,0.376,0.111,0.014,0.322,0.311,0.044,0.365,0.347,0.512,0.045
287,Palo Alto,27577.0,1155.2,-2.3,45.1,54.9,1989300.0,2379.0,2837.0,18.0,1586.0,4001.0,856.0,25.0,10.0,9422.0,3.1,5.2,1962.0,2.7,2.4,1999.0,2012.0,0.121,0.489,0.094,0.1,0.697,0.014,0.107,0.814,0.015,0.071,0.789,0.032
288,Palos Verdes Estates,5360.0,1122.8,1.5,14.0,86.0,1637600.0,2850.0,3157.0,20.0,1205.0,4001.0,866.0,23.0,11.0,10001.0,3.1,7.2,1960.0,2.8,3.1,1996.0,2012.0,0.0,0.0,,0.0,1.0,,0.169,0.738,,0.0,0.877,
289,Paramount,14947.0,3160.4,2.6,61.1,38.9,304400.0,1256.0,1394.0,24.0,946.0,1727.0,413.0,29.0,10.0,2433.0,4.4,4.4,1969.0,3.9,3.8,2002.0,2011.0,0.194,0.0,0.401,0.418,0.044,0.36,0.583,0.256,0.077,0.336,0.516,0.083
290,Parlier,3972.0,1737.3,13.7,56.5,43.5,131700.0,773.0,993.0,25.0,454.0,1126.0,384.0,29.0,12.0,1218.0,4.4,4.9,1992.0,3.9,4.1,2001.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.148,0.075,0.0,0.349,0.328,0.068,0.302
291,Pasadena city-CA,60286.0,2623.1,1.2,56.4,43.6,689700.0,1494.0,2256.0,23.0,1150.0,2717.0,718.0,26.0,11.0,4615.0,3.4,4.4,1958.0,2.6,2.4,2001.0,2012.0,0.353,0.255,0.212,0.443,0.332,0.096,0.285,0.615,0.035,0.153,0.697,0.048
292,Patterson,6100.0,1024.5,-3.6,38.4,61.6,258600.0,1373.0,1481.0,24.0,601.0,1666.0,479.0,24.0,28.0,2669.0,4.1,6.3,1998.0,3.7,3.8,2006.0,2012.0,1.0,0.0,0.0,0.0,0.0,0.382,0.071,0.0,0.44,0.352,0.479,0.057
293,Perris,17545.0,558.9,-2.0,37.4,62.6,239800.0,1306.0,1470.0,27.0,680.0,1617.0,452.0,29.0,12.0,3271.0,4.9,5.6,1997.0,4.5,4.5,2007.0,2012.0,0.222,0.153,0.431,0.082,0.0,0.379,0.53,0.095,0.159,0.339,0.544,0.055
294,Petaluma city-CA,22984.0,1598.1,1.1,33.9,66.1,556900.0,1667.0,2009.0,22.0,871.0,2365.0,575.0,25.0,11.0,3860.0,3.3,5.6,1979.0,2.7,2.7,2001.0,2012.0,0.445,0.125,0.156,0.194,0.32,0.125,0.276,0.566,0.059,0.138,0.727,0.016
295,Pico Rivera,17524.0,2112.5,2.4,33.2,66.8,380200.0,1259.0,1535.0,23.0,1038.0,1854.0,358.0,28.0,10.0,2790.0,4.4,5.1,1956.0,3.9,3.4,1996.0,2011.0,0.248,0.008,0.501,0.509,0.029,0.181,0.573,0.272,0.053,0.203,0.562,0.057
296,Piedmont,3988.0,2346.3,1.6,12.5,87.5,1715700.0,2929.0,3069.0,18.0,1261.0,4001.0,1408.0,24.0,10.0,10001.0,3.2,7.7,1939.0,2.8,3.1,1996.0,2012.0,0.0,0.0,0.0,0.314,0.549,0.137,0.102,0.898,0.0,0.0,0.771,0.0
297,Pinole,7211.0,1400.2,0.7,29.8,70.2,431800.0,1666.0,1775.0,19.0,747.0,2138.0,497.0,24.0,10.0,4022.0,3.4,5.7,1969.0,2.8,2.9,1997.0,2012.0,0.0,0.796,0.204,0.341,0.127,0.333,0.374,0.487,0.074,0.07,0.859,0.0
298,Pismo Beach,5668.0,1574.8,1.5,42.1,57.9,633300.0,1431.0,1599.0,22.0,1090.0,2683.0,573.0,33.0,11.0,4184.0,2.7,4.7,1980.0,2.0,1.9,2002.0,2012.0,0.038,0.033,0.663,0.211,0.08,0.412,0.477,0.468,0.024,0.0,0.731,0.0
299,Pittsburg,22184.0,1290.7,5.0,43.9,56.1,324500.0,1517.0,1653.0,22.0,693.0,1927.0,498.0,26.0,10.0,2838.0,3.9,5.6,1981.0,3.3,3.2,2004.0,2012.0,0.52,0.159,0.215,0.323,0.194,0.212,0.368,0.444,0.068,0.182,0.694,0.019
300,Placentia,16813.0,2542.2,-0.3,35.1,64.9,585800.0,1662.0,2127.0,23.0,1099.0,2640.0,599.0,25.0,12.0,4194.0,3.7,5.7,1975.0,3.1,3.3,2001.0,2012.0,0.385,0.178,0.185,0.465,0.309,0.164,0.31,0.613,0.037,0.104,0.766,0.014
301,Placerville city-CA,4358.0,749.8,-4.0,41.7,58.3,298900.0,1031.0,1494.0,26.0,675.0,1829.0,540.0,31.0,13.0,2172.0,3.4,5.1,1973.0,2.5,2.6,2004.0,2012.0,0.0,0.0,1.0,0.053,0.125,0.498,0.44,0.053,0.339,0.48,0.279,0.16
302,Pleasant Hill,14120.0,1995.6,-1.4,39.1,60.9,633400.0,1856.0,2159.0,21.0,826.0,2507.0,563.0,24.0,10.0,4496.0,3.1,5.4,1973.0,2.6,2.4,2000.0,2012.0,0.508,0.456,0.0,0.576,0.324,0.038,0.156,0.808,0.029,0.043,0.871,0.029
303,Pleasanton,29064.0,1190.1,11.6,30.3,69.7,879800.0,2140.0,2824.0,21.0,856.0,3287.0,672.0,23.0,10.0,6291.0,3.2,6.2,1982.0,2.9,2.6,2002.0,2012.0,0.108,0.582,0.171,0.154,0.552,0.191,0.079,0.877,0.014,0.055,0.893,0.019
304,Plymouth,449.0,482.4,-8.9,35.9,64.1,183300.0,1087.0,1214.0,24.0,439.0,1420.0,450.0,35.0,12.0,1762.0,3.5,5.3,1982.0,3.0,3.1,2006.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.535,0.529,0.471,0.0
305,Point Arena,253.0,187.4,12.4,55.7,44.3,363600.0,839.0,664.0,20.0,1050.0,1449.0,461.0,36.0,10.0,2486.0,3.5,4.4,1957.0,2.3,2.4,1998.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.167,0.222,0.576,0.0,0.273
306,Pomona,40530.0,1765.8,-0.4,47.4,52.6,344200.0,1246.0,1558.0,24.0,973.0,1792.0,455.0,28.0,10.0,2752.0,4.4,5.0,1964.0,3.8,3.8,2001.0,2012.0,0.369,0.067,0.221,0.261,0.09,0.483,0.541,0.246,0.146,0.257,0.62,0.053
307,Port Hueneme,7803.0,1753.2,-4.0,54.0,46.0,356500.0,1604.0,1733.0,28.0,957.0,1980.0,499.0,29.0,16.0,2560.0,4.0,4.7,1974.0,3.1,3.4,2003.0,2012.0,0.279,0.493,0.0,0.508,0.064,0.135,0.434,0.487,0.056,0.04,0.842,0.035
308,Porterville city-CA,17967.0,1020.4,7.4,46.5,53.5,163100.0,865.0,987.0,21.0,453.0,1243.0,366.0,26.0,10.0,1252.0,4.1,5.2,1980.0,3.5,3.3,2004.0,2012.0,0.099,0.026,0.194,0.078,0.13,0.024,0.13,0.052,0.397,0.486,0.116,0.217
309,Portola,1319.0,244.0,16.3,48.7,51.3,153200.0,706.0,786.0,22.0,374.0,1316.0,437.0,29.0,14.0,1102.0,3.1,5.2,1971.0,2.2,2.2,2003.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.403,0.123,0.074,0.153
310,Poway,16418.0,420.1,-1.8,25.6,74.4,620500.0,1487.0,2456.0,23.0,956.0,2762.0,707.0,25.0,11.0,4348.0,3.5,6.1,1978.0,3.1,3.2,2002.0,2012.0,0.15,0.425,0.212,0.428,0.183,0.149,0.408,0.38,0.039,0.118,0.718,0.088
311,Rancho Cordova city-CA,25660.0,736.2,0.7,46.2,53.8,251500.0,1074.0,1425.0,21.0,569.0,1690.0,455.0,24.0,11.0,2198.0,3.5,5.1,1977.0,2.8,2.9,2005.0,2012.0,0.148,0.014,0.196,0.243,0.002,0.433,0.435,0.043,0.428,0.362,0.5,0.065
312,Rancho Cucamonga,58435.0,1465.9,3.2,38.7,61.3,444200.0,1654.0,2020.0,24.0,781.0,2301.0,583.0,26.0,11.0,3669.0,3.7,5.6,1987.0,3.2,2.9,2004.0,2013.0,0.362,0.257,0.205,0.574,0.247,0.091,0.281,0.612,0.055,0.094,0.842,0.029
313,Rancho Mirage,15626.0,630.8,9.7,21.6,78.4,483100.0,1251.0,1513.0,24.0,687.0,2451.0,1038.0,31.0,19.0,5285.0,2.5,5.3,1984.0,1.9,1.9,2005.0,,0.025,0.617,0.092,0.201,0.125,0.28,0.429,0.342,0.086,0.022,0.688,0.087
314,Rancho Palos Verdes,16815.0,1248.6,3.9,20.4,79.6,1051000.0,2391.0,2521.0,22.0,1048.0,3517.0,753.0,27.0,10.0,7089.0,3.1,6.5,1966.0,2.6,2.7,1998.0,2012.0,0.593,0.253,0.0,0.034,0.731,0.123,0.015,0.936,0.033,0.041,0.8,0.005
315,Rancho Santa Margarita,17814.0,1381.4,3.2,29.1,70.9,619200.0,1812.0,2609.0,25.0,832.0,2829.0,719.0,26.0,11.0,5653.0,3.3,5.6,1992.0,2.9,2.6,2004.0,2013.0,0.455,0.545,0.0,0.362,0.526,0.022,0.086,0.866,0.011,0.0,0.957,0.0
316,Red Bluff city-CA,6128.0,810.3,4.4,56.7,43.3,158000.0,797.0,830.0,20.0,520.0,1045.0,333.0,25.0,11.0,987.0,3.3,4.9,1973.0,2.5,2.5,2003.0,2013.0,0.0,0.0,0.571,0.104,0.0,0.079,0.077,0.025,0.441,0.429,0.032,0.295
317,Redding city-CA,39321.0,659.2,1.7,47.6,52.4,245100.0,1000.0,1142.0,21.0,590.0,1573.0,505.0,25.0,13.0,1938.0,3.1,5.2,1982.0,2.4,2.5,2003.0,2013.0,0.129,0.199,0.204,0.098,0.027,0.28,0.349,0.021,0.471,0.442,0.368,0.079
318,Redlands,26178.0,726.5,-1.7,42.5,57.5,350900.0,1213.0,1570.0,19.0,645.0,2031.0,532.0,23.0,10.0,2739.0,3.5,5.3,1974.0,2.9,2.8,2001.0,2012.0,0.272,0.0,0.572,0.392,0.065,0.295,0.576,0.174,0.142,0.141,0.667,0.062
319,Redondo Beach,29929.0,4828.5,-2.2,49.7,50.3,817300.0,1878.0,2749.0,23.0,996.0,3159.0,633.0,26.0,10.0,5882.0,3.2,4.9,1971.0,2.6,2.3,2002.0,2012.0,0.292,0.602,0.045,0.38,0.521,0.053,0.108,0.815,0.019,0.029,0.903,0.023
320,Redwood City,30898.0,1587.2,5.9,49.1,50.9,1016700.0,1956.0,2729.0,23.0,1446.0,3346.0,735.0,26.0,12.0,6170.0,3.5,4.7,1964.0,2.8,2.8,2002.0,2012.0,0.493,0.312,0.042,0.301,0.612,0.02,0.103,0.827,0.016,0.034,0.851,0.028
321,Reedley city-CA,7653.0,1420.3,11.4,38.1,61.9,174100.0,924.0,1009.0,21.0,544.0,1375.0,437.0,25.0,12.0,1599.0,3.9,5.4,1979.0,3.2,3.7,2000.0,2012.0,0.0,0.0,0.436,0.035,0.074,0.403,0.266,0.019,0.441,0.437,0.11,0.278
322,Rialto,27338.0,1223.6,0.5,36.5,63.5,260200.0,1147.0,1402.0,24.0,733.0,1594.0,448.0,28.0,12.0,2154.0,4.4,5.5,1981.0,4.0,3.9,2003.0,2012.0,0.038,0.158,0.636,0.09,0.0,0.572,0.539,0.083,0.241,0.346,0.514,0.043
323,Richmond,39534.0,1315.5,0.5,49.7,50.3,371900.0,1329.0,1592.0,23.0,871.0,1994.0,504.0,28.0,10.0,3833.0,3.7,4.9,1965.0,2.9,3.0,2001.0,2012.0,0.316,0.108,0.283,0.357,0.212,0.185,0.393,0.351,0.111,0.254,0.57,0.043
324,Ridgecrest,12534.0,603.6,5.2,37.5,62.5,169500.0,865.0,975.0,15.0,310.0,1352.0,395.0,18.0,10.0,1549.0,3.4,5.4,1979.0,2.6,2.5,2002.0,2013.0,0.0,0.05,0.0,0.045,0.097,0.137,0.133,0.019,0.338,0.307,0.251,0.277
325,Rio Dell,1610.0,705.8,11.7,39.2,60.8,198700.0,766.0,1162.0,27.0,520.0,1311.0,361.0,31.0,13.0,1286.0,3.4,4.8,1958.0,2.6,2.1,2004.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.112,0.198,0.0,0.385,0.366,0.261,0.197
326,Rio Vista,4395.0,662.3,13.0,23.0,77.0,269200.0,1349.0,1057.0,22.0,501.0,1603.0,442.0,27.0,14.0,2694.0,2.5,5.4,2001.0,2.0,2.3,2006.0,2012.0,0.0,0.0,0.0,0.286,0.0,0.532,0.549,0.224,0.137,0.439,0.471,0.0
327,Ripon city-CA,5320.0,1002.9,3.7,29.7,70.3,381300.0,1328.0,1821.0,20.0,607.0,2167.0,514.0,22.0,10.0,3109.0,3.4,6.2,1990.0,2.9,3.1,2003.0,,0.0,0.0,0.0,0.072,0.17,0.176,0.248,0.168,0.353,0.321,0.621,0.0
328,Riverbank,7449.0,1820.3,5.4,32.4,67.6,247200.0,1111.0,1275.0,20.0,584.0,1518.0,410.0,23.0,10.0,2327.0,3.9,5.6,1994.0,3.3,3.4,2005.0,,0.409,0.0,0.0,0.027,0.0,0.317,0.2,0.03,0.603,0.549,0.253,0.082
329,Riverside city-CA,97018.0,1195.1,-1.4,45.8,54.2,319200.0,1249.0,1556.0,22.0,766.0,1805.0,465.0,25.0,10.0,2359.0,4.1,5.3,1975.0,3.5,3.3,2003.0,2012.0,0.244,0.073,0.295,0.388,0.063,0.358,0.575,0.205,0.144,0.257,0.637,0.048
330,Rocklin city-CA,22496.0,1151.0,2.2,33.8,66.2,421700.0,1468.0,2084.0,22.0,610.0,2351.0,628.0,24.0,12.0,4560.0,3.4,6.1,1996.0,3.0,2.5,2006.0,2013.0,0.271,0.421,0.117,0.488,0.107,0.158,0.489,0.357,0.09,0.132,0.822,0.012
331,Rohnert Park,16550.0,2363.2,-0.0,48.4,51.6,377200.0,1539.0,1590.0,23.0,755.0,1901.0,598.0,26.0,13.0,2836.0,3.3,4.9,1980.0,2.6,2.6,2002.0,2012.0,0.451,0.072,0.333,0.528,0.226,0.144,0.428,0.491,0.053,0.06,0.838,0.021
332,"                    0
0  Rolling-Hills-city",716.0,235.7,,98.5,1.5,1000001.0,2001.0,3500.0,,838.0,4001.0,1001.0,29.0,14.0,10001.0,2.9,8.2,1959.0,2.7,2.8,1994.0,2006.0,,,,,,,,,,,,
333,Rolling Hills Estates,3192.0,894.3,3.0,7.5,92.5,1096400.0,2945.0,3145.0,24.0,1052.0,3994.0,881.0,28.0,12.0,8293.0,3.2,6.8,1967.0,2.7,2.7,2000.0,2011.0,,0.0,,,0.556,,,0.836,,,0.816,
334,Rosemead,15525.0,3007.4,4.9,50.5,49.5,489700.0,1233.0,1256.0,22.0,1397.0,2030.0,449.0,33.0,10.0,3570.0,4.1,4.4,1959.0,3.6,3.7,1998.0,2010.0,0.311,0.0,0.256,0.364,0.029,0.269,0.626,0.177,0.085,0.334,0.473,0.051
335,Roseville city-CA,49983.0,1184.1,4.7,35.3,64.7,386300.0,1441.0,1794.0,21.0,599.0,2110.0,576.0,23.0,11.0,3652.0,3.3,5.8,1994.0,2.8,2.5,2006.0,2013.0,0.188,0.269,0.253,0.401,0.133,0.334,0.461,0.314,0.154,0.139,0.782,0.004
336,Sacramento city-CA,194917.0,1990.5,2.1,52.7,47.3,287600.0,1114.0,1349.0,21.0,623.0,1707.0,471.0,24.0,10.0,2292.0,3.6,5.0,1974.0,2.7,2.6,2004.0,2012.0,0.183,0.054,0.228,0.253,0.069,0.337,0.465,0.158,0.24,0.402,0.41,0.07
337,Salinas city-CA,42253.0,1789.6,-0.9,55.5,44.5,342100.0,1232.0,1568.0,23.0,945.0,1887.0,441.0,27.0,10.0,2791.0,4.5,4.8,1975.0,3.7,3.9,2002.0,2012.0,0.173,0.095,0.315,0.414,0.072,0.294,0.607,0.184,0.122,0.21,0.651,0.065
338,San Bernardino city-CA,63023.0,1024.5,-3.6,53.2,46.8,202100.0,987.0,1123.0,22.0,595.0,1405.0,400.0,27.0,12.0,1504.0,4.2,4.8,1969.0,3.6,3.5,2003.0,2012.0,0.104,0.037,0.269,0.122,0.014,0.398,0.404,0.047,0.382,0.427,0.382,0.078
339,San Bruno,15440.0,2827.2,0.5,44.0,56.0,754700.0,1999.0,2120.0,22.0,1227.0,2826.0,499.0,27.0,10.0,3960.0,3.5,4.8,1960.0,2.9,2.7,1998.0,2012.0,0.385,0.486,0.053,0.228,0.685,0.074,0.13,0.827,0.011,0.028,0.838,0.054
340,San Carlos,11894.0,2152.3,-1.0,28.6,71.4,1240800.0,2043.0,3115.0,20.0,1099.0,3904.0,821.0,24.0,10.0,8310.0,3.2,5.7,1959.0,2.8,2.3,2000.0,2011.0,0.245,0.565,0.12,0.445,0.531,0.015,0.081,0.835,0.014,0.053,0.864,0.0
341,San Clemente,27863.0,1517.9,7.3,34.3,65.7,849300.0,1775.0,2626.0,22.0,1086.0,3257.0,768.0,26.0,11.0,5812.0,3.2,5.6,1981.0,2.7,2.5,2003.0,2012.0,0.341,0.357,0.186,0.555,0.306,0.087,0.12,0.813,0.025,0.063,0.828,0.016
342,San Diego city-CA,533973.0,1642.0,3.5,53.2,46.8,523600.0,1503.0,1925.0,22.0,991.0,2377.0,558.0,26.0,10.0,3616.0,3.5,4.6,1976.0,2.8,2.7,2002.0,2012.0,0.306,0.215,0.229,0.411,0.27,0.215,0.316,0.559,0.055,0.135,0.732,0.036
343,San Dimas,12347.0,821.1,-1.3,28.2,71.8,513300.0,1610.0,1890.0,23.0,835.0,2336.0,607.0,26.0,14.0,3702.0,3.5,5.9,1975.0,3.0,2.6,1999.0,2012.0,0.57,0.27,0.128,0.36,0.246,0.215,0.335,0.573,0.025,0.074,0.8,0.024
344,San Fernando,6596.0,2778.4,4.8,45.9,54.1,370300.0,1245.0,1641.0,24.0,989.0,1866.0,403.0,28.0,12.0,3262.0,4.5,5.0,1957.0,4.0,3.8,1998.0,2009.0,0.234,0.0,0.285,0.285,0.0,0.585,0.477,0.341,0.182,0.298,0.638,0.0
345,San Francisco,390376.0,8324.6,3.6,62.7,37.3,927400.0,1709.0,2435.0,21.0,1237.0,3332.0,615.0,26.0,10.0,6019.0,3.3,4.1,1942.0,2.7,2.1,2001.0,2011.0,0.207,0.316,0.114,0.193,0.572,0.075,0.161,0.662,0.059,0.112,0.671,0.06
346,San Gabriel,13282.0,3204.7,0.3,54.8,45.2,628300.0,1333.0,1679.0,22.0,1557.0,2323.0,579.0,29.0,11.0,4569.0,3.8,4.6,1958.0,3.4,3.1,1999.0,2011.0,0.312,0.286,0.174,0.454,0.062,0.426,0.601,0.289,0.044,0.177,0.58,0.021
347,San Jacinto,14162.0,550.7,-5.4,35.1,64.9,188200.0,1106.0,1126.0,23.0,485.0,1438.0,428.0,27.0,13.0,1975.0,4.3,5.6,1991.0,3.5,3.9,2008.0,2013.0,0.507,0.0,0.217,0.101,0.0,0.215,0.267,0.033,0.357,0.34,0.422,0.124
348,San Joaquin,1085.0,906.1,16.2,61.9,38.1,117400.0,508.0,979.0,26.0,443.0,1045.0,388.0,28.0,10.0,1208.0,4.3,4.9,1988.0,4.8,3.6,2000.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.062,0.056,0.237,0.0,0.189
349,San Jose city-CA,331510.0,1877.5,5.6,42.5,57.5,714200.0,1822.0,2338.0,22.0,1152.0,2872.0,657.0,25.0,10.0,5788.0,3.8,5.2,1975.0,3.2,3.1,2002.0,2012.0,0.279,0.408,0.107,0.31,0.48,0.074,0.197,0.699,0.026,0.088,0.79,0.028
